profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering professional skilled in javascript, angular, devops, azure, html, .net. Targeting a role in Frontend and UI Development. Focus area: Microsoft Net Web Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in javascript, angular, devops, azure, html, .net","Engineering student with skills in javascript, angular, devops, azure, html."
Engineering professional skilled in golang. Targeting a role in Backend and Server-side Development. Focus area: Sr Cloud Software Engineer Golang.,SWE_BACKEND,postings,8,Engineering professional skilled in golang,Engineering student with experience in golang.
"Engineering professional skilled in microservices, spring boot, restful, spring, java, oop. Targeting a role in Backend and Server-side Development. Focus area: Senior Java Developer W2 Only.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, spring boot, restful, spring, java, oop","Engineering student with skills in spring boot, spring, java, oop."
Engineering professional skilled in graphql. Targeting a role in Data Engineering and Pipelines. Focus area: Data Engineer With Graph Ql.,DATA_ENGINEER,postings,3,Engineering professional skilled in graphql,Engineering student with experience in graphql.
"Engineering student in AIML with CGPA 7.9 out of 10. Skilled in Python, Machine Learning, Deep Learning, Pandas, PyTorch, NumPy. Has completed 6 projects and 0 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in AIML with CGPA 7.9 out of 10. Skilled in Python, Machine Learning, Deep Learning, Pandas, PyTorch, NumPy. Has completed 6 projects and 0 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment","Engineering student with skills in machine learning, deep learning, pytorch, python, pandas, numpy. CGPA 7.9."
"Engineering professional skilled in microservices, nodejs, .net. Targeting a role in Backend and Server-side Development. Focus area: Net Fullstack Lead Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, nodejs, .net",Engineering student with experience in nodejs.
"Engineering professional skilled in .net, oop, c#. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer I Aix.",SWE_BACKEND,postings,8,"Engineering professional skilled in .net, oop, c#","Engineering student with skills in oop, c#."
"Engineering professional skilled in embedded c, c++. Targeting a role in Backend and Server-side Development. Focus area: Senior C Software Engineer Medical Devices - No Visa - Onsite.",SWE_BACKEND,postings,8,"Engineering professional skilled in embedded c, c++","Engineering student with skills in embedded c, c++."
"Engineering professional skilled in design patterns, jenkins, java, aws, git. Targeting a role in Backend and Server-side Development. Focus area: Java Developer With Aws.",SWE_BACKEND,postings,8,"Engineering professional skilled in design patterns, jenkins, java, aws, git","Engineering student with skills in design patterns, jenkins, java, aws, git."
"Engineering professional skilled in google cloud, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Enterprise Data Architect Google Cloud.",DATA_ENGINEER,postings,3,"Engineering professional skilled in google cloud, etl","Engineering student. Engineering professional skilled in google cloud, etl"
"Engineering professional skilled in product management, data analytics, cybersecurity, reporting, power bi, jira. Targeting a role in Product Management and Strategy. Focus area: Power Bi Project Manager.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, data analytics, cybersecurity, reporting, power bi, jira","Engineering student with skills in product management, cybersecurity, power bi, jira."
"Engineering professional skilled in natural language processing, machine learning, deep learning, javascript, python, java, c++. Targeting a role in Backend and Server-side Development. Focus area: Software Engineering Manager Machine Learning Large Language Models.",SWE_BACKEND,postings,8,"Engineering professional skilled in natural language processing, machine learning, deep learning, javascript, python, java, c++","Engineering student with skills in machine learning, natural language, deep learning, javascript, python, java, c++."
"Engineering professional skilled in shell scripting, kubernetes, firewalls, python, devops, linux, gcp. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Kubernetes Devops Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in shell scripting, kubernetes, firewalls, python, devops, linux, gcp","Engineering student with skills in kubernetes, python, devops, linux, gcp."
"Engineering professional skilled in data analytics, tableau, python, excel, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Business Data Analyst Iii 24-01044.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, tableau, python, excel, sql","Engineering student with skills in tableau, python, excel, sql."
"Engineering professional skilled in virtualization, terraform, ansible, devops, linux. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Devops Engineer Remote.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in virtualization, terraform, ansible, devops, linux","Engineering student with skills in terraform, ansible, devops, linux."
"Engineering student in CSE with CGPA 7.5 out of 10. Skilled in Python, Machine Learning, Deep Learning, Statistics, Scikit-learn, TensorFlow. Has completed 6 projects and 1 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in CSE with CGPA 7.5 out of 10. Skilled in Python, Machine Learning, Deep Learning, Statistics, Scikit-learn, TensorFlow. Has completed 6 projects and 1 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment","Engineering student with skills in machine learning, deep learning, scikit-learn, tensorflow, statistics, python. CGPA 7.5."
"Engineering professional skilled in continuous integration, amazon web services, node.js, vue.js, nodejs, devops, vuejs, ci/cd. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Devops Engineer W2.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in continuous integration, amazon web services, node.js, vue.js, nodejs, devops, vuejs, ci/cd","Engineering student with skills in node.js, nodejs, devops, ci/cd, vue."
"Engineering student in AIDS with CGPA 7.4 out of 10. Skilled in Linux, Docker, Git, Bash/Shell, Kubernetes, Python. Has completed 4 projects and 2 internship(s). Targeting DevOps and Cloud Infrastructure roles. Prefers large product company (faang / top tech) work environment.",DEVOPS_CLOUD,synthetic_college,4,"Engineering student in AIDS with CGPA 7.4 out of 10. Skilled in Linux, Docker, Git, Bash/Shell, Kubernetes, Python. Has completed 4 projects and 2 internship(s). Targeting DevOps and Cloud Infrastructure roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in kubernetes, python, docker, devops, linux, bash, git. CGPA 7.4."
Engineering professional skilled in api design. Targeting a role in Backend and Server-side Development. Focus area: Lead/Staff Engineer.,SWE_BACKEND,postings,8,Engineering professional skilled in api design,Engineering student. Engineering professional skilled in api design
"Engineering professional skilled in microsoft sql server, microsoft azure, azure, sql. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer 2.",SWE_BACKEND,postings,8,"Engineering professional skilled in microsoft sql server, microsoft azure, azure, sql","Engineering student with skills in azure, sql."
"Engineering professional skilled in cybersecurity, aws. Targeting a role in Backend and Server-side Development. Focus area: Cloud Application Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in cybersecurity, aws","Engineering student with skills in cybersecurity, aws."
"Engineering professional skilled in android, python, go. Targeting a role in Backend and Server-side Development. Focus area: Python Developer For Google.",SWE_BACKEND,postings,8,"Engineering professional skilled in android, python, go","Engineering student with skills in python, go."
"Engineering professional skilled in continuous integration, microcontroller, linux, rtos, c++. Targeting a role in Backend and Server-side Development. Focus area: Senior Embedded Software Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in continuous integration, microcontroller, linux, rtos, c++","Engineering student with skills in microcontroller, linux, rtos, c++."
"Engineering professional skilled in dynamodb, python, lambda, azure, ci/cd, aws, git. Targeting a role in Backend and Server-side Development. Focus area: Sr Python Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in dynamodb, python, lambda, azure, ci/cd, aws, git","Engineering student with skills in dynamodb, python, azure, ci/cd, aws, git."
"Engineering professional skilled in typescript, rest api, node.js, react, redux, ci/cd, node, css. Targeting a role in Frontend and UI Development. Focus area: Lead React Developer 15 Years Only.",SWE_FRONTEND,postings,9,"Engineering professional skilled in typescript, rest api, node.js, react, redux, ci/cd, node, css","Engineering student with skills in typescript, rest api, node.js, react, ci/cd, css."
"Engineering professional skilled in machine learning, express. Targeting a role in AI and Machine Learning. Focus area: Machine Learning Engineer Search Ads - Usds.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, express","Engineering student with skills in machine learning, express."
"Engineering professional skilled in machine learning, data analysis, data science, statistics, sql. Targeting a role in AI and Machine Learning. Focus area: Data Science Intern Apr 30 -Din01.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data analysis, data science, statistics, sql","Engineering student with skills in machine learning, data analysis, data science, statistics, sql."
"Engineering professional skilled in information security, ethical hacking, cybersecurity, ci/cd. Targeting a role in Cybersecurity and Information Security. Focus area: Cloud And Application Security Lead.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, ethical hacking, cybersecurity, ci/cd","Engineering student with skills in information security, cybersecurity, ci/cd."
Engineering graduate in Commerce and Management with CGPA 5.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 5.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 5.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 5.6.
"Engineering professional skilled in system design, typescript, node.js, nodejs, node, aws. Targeting a role in Backend and Server-side Development. Focus area: Principal Backend Developer Node Js/Aws/Mobile Development.",SWE_BACKEND,postings,8,"Engineering professional skilled in system design, typescript, node.js, nodejs, node, aws","Engineering student with skills in system design, typescript, node.js, nodejs, aws."
"Engineering professional skilled in project management, mysql, linux. Targeting a role in Data Engineering and Pipelines. Focus area: Mysql Senior Dba.",DATA_ENGINEER,postings,3,"Engineering professional skilled in project management, mysql, linux","Engineering student with skills in project management, mysql, linux."
"Engineering professional skilled in reactjs, oracle, mysql, scrum, c#. Targeting a role in Full Stack Web Development. Focus area: Full Stack Engineer With C Oracle And Reactjs.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in reactjs, oracle, mysql, scrum, c#","Engineering student with skills in oracle, mysql, scrum, c#."
"Engineering professional skilled in r programming, postgresql, postgres, python. Targeting a role in Data Engineering and Pipelines. Focus area: Bioinformatics Data Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in r programming, postgresql, postgres, python","Engineering student with skills in postgresql, python, r."
"Engineering professional skilled in microservices, kubernetes, terraform, java, aws. Targeting a role in Backend and Server-side Development. Focus area: Senior Java Engineer Api/Aws.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, kubernetes, terraform, java, aws","Engineering student with skills in kubernetes, terraform, java, aws."
"Engineering professional skilled in data analytics, statistics, reporting, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Financial Analyst Global Functions Finance.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, statistics, reporting, sql","Engineering student with skills in statistics, sql."
"Engineering professional skilled in typescript, react, agile, .net, sql. Targeting a role in Full Stack Web Development. Focus area: Senior Full Stack Engineer/Architect.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in typescript, react, agile, .net, sql","Engineering student with skills in typescript, react, agile, sql."
"Engineering professional skilled in machine learning, data analysis, bigquery, python, sql. Targeting a role in AI and Machine Learning. Focus area: Ai/Ml Solutions Architect Data Analysis Skills Sql/Big Query Python.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data analysis, bigquery, python, sql","Engineering student with skills in machine learning, data analysis, bigquery, python, sql."
"Engineering professional skilled in machine learning, transformers, bert. Targeting a role in AI and Machine Learning. Focus area: Data Scientist With Bert And Genomics Experience.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, transformers, bert","Engineering student with skills in machine learning, transformers."
"Engineering professional skilled in product management, project management, scrum, go. Targeting a role in Product Management and Strategy. Focus area: Project Manager 3 24-02675.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, scrum, go","Engineering student with skills in product management, project management, scrum, go."
"Engineering student in AIDS with CGPA 6.7 out of 10. Skilled in Python, Machine Learning, Deep Learning, NumPy, TensorFlow, PyTorch. Has completed 4 projects and 1 internship(s). Targeting AI and Machine Learning roles. Prefers large product company (faang / top tech) work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in AIDS with CGPA 6.7 out of 10. Skilled in Python, Machine Learning, Deep Learning, NumPy, TensorFlow, PyTorch. Has completed 4 projects and 1 internship(s). Targeting AI and Machine Learning roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in machine learning, deep learning, tensorflow, pytorch, python, numpy. CGPA 6.7."
Engineering graduate in Science and Technology with CGPA 6.3 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Science and Technology with CGPA 6.3 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Science and Technology with CGPA 6.3 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.3.
"Engineering professional skilled in javascript, laravel, mongodb, react, vuejs, mysql, php. Targeting a role in Full Stack Web Development. Focus area: Senior Full Stack Developer Php Laravel Javascript.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in javascript, laravel, mongodb, react, vuejs, mysql, php","Engineering student with skills in javascript, laravel, mongodb, react, mysql, php."
Engineering graduate in Commerce and Management with CGPA 7.6 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 7.6 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 7.6 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 7.6.
"Engineering professional skilled in machine learning, data science, python, pandas, linux. Targeting a role in AI and Machine Learning. Focus area: Data Scientist - Equity Trading.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data science, python, pandas, linux","Engineering student with skills in machine learning, data science, python, pandas, linux."
Engineering professional skilled in virtualization. Targeting a role in Backend and Server-side Development. Focus area: Dataplane Software Engineer Sase.,SWE_BACKEND,postings,8,Engineering professional skilled in virtualization,Engineering student. Engineering professional skilled in virtualization
"Engineering professional skilled in azure, sql, aws, gcp. Targeting a role in Data Engineering and Pipelines. Focus area: Vice President Of Data Engineering.",DATA_ENGINEER,postings,3,"Engineering professional skilled in azure, sql, aws, gcp","Engineering student with skills in azure, sql, aws, gcp."
Engineering professional skilled in test driven. Targeting a role in Full Stack Web Development. Focus area: Fullstack Developer Local To Minnesota - Hybrid.,FULLSTACK_DEV,postings,6,Engineering professional skilled in test driven,Engineering student. Engineering professional skilled in test driven
"Engineering professional skilled in regression, iot. Targeting a role in Embedded Systems and IoT. Focus area: Firmware Validation Technician.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in regression, iot","Engineering student. Engineering professional skilled in regression, iot"
"Engineering professional skilled in product management, project management, excel, sql. Targeting a role in Product Management and Strategy. Focus area: Data Analyst/Project Manager.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, excel, sql","Engineering student with skills in product management, project management, excel, sql."
"Engineering professional skilled in ruby on rails, javascript, typescript, react, rails, ruby, scss. Targeting a role in Frontend and UI Development. Focus area: Lead React Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in ruby on rails, javascript, typescript, react, rails, ruby, scss","Engineering student with skills in javascript, typescript, react, rails, ruby."
"Engineering professional skilled in reinforcement learning, machine learning, classification, deep learning. Targeting a role in AI and Machine Learning. Focus area: Deep Learning Algorithm Developer.",AIML_ENGINEER,postings,0,"Engineering professional skilled in reinforcement learning, machine learning, classification, deep learning","Engineering student with skills in reinforcement learning, machine learning, deep learning."
"Engineering professional skilled in html, css. Targeting a role in Frontend and UI Development. Focus area: Web Developer Manager.",SWE_FRONTEND,postings,9,"Engineering professional skilled in html, css","Engineering student with skills in html, css."
"Engineering professional skilled in machine learning, neural networks, google cloud, tensorflow, fastapi, pytorch, python, spacy. Targeting a role in AI and Machine Learning. Focus area: Machine Learning Engineer.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, neural networks, google cloud, tensorflow, fastapi, pytorch, python, spacy","Engineering student with skills in machine learning, tensorflow, fastapi, pytorch, python, spacy."
"Engineering professional skilled in kubernetes, terraform, python, golang, devops, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Cloud Engineer Golang.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in kubernetes, terraform, python, golang, devops, aws","Engineering student with skills in kubernetes, terraform, python, golang, devops, aws."
"Engineering professional skilled in javascript, angular, python, django, react, flask, numpy, vue. Targeting a role in Backend and Server-side Development. Focus area: Python Developer Python 3 0 Or Above Django Flask Angular/React/Vue/Javascript Python Libraries Panda/Numpy/Sci-Kit Sql And Pl/Sql.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, angular, python, django, react, flask, numpy, vue","Engineering student with skills in javascript, angular, python, django, react, flask, numpy, vue."
"Engineering professional skilled in project management, javascript, angular, asp.net, jquery, .net, sql. Targeting a role in Frontend and UI Development. Focus area: Net Web Developer Iii.",SWE_FRONTEND,postings,9,"Engineering professional skilled in project management, javascript, angular, asp.net, jquery, .net, sql","Engineering student with skills in project management, javascript, angular, asp.net, jquery, sql."
"Engineering professional skilled in python, react, java, node. Targeting a role in Backend and Server-side Development. Focus area: Lead Java Developer With Api Service And Governance.",SWE_BACKEND,postings,8,"Engineering professional skilled in python, react, java, node","Engineering student with skills in python, react, java."
"Engineering professional skilled in machine learning, deep learning, devops, nlp. Targeting a role in AI and Machine Learning. Focus area: Vice President Applied Ai/Ml Lead.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, deep learning, devops, nlp","Engineering student with skills in machine learning, deep learning, devops, nlp."
"Engineering professional skilled in continuous integration, kubernetes, docker, devops. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Lead Devops Engineer 24-01051.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in continuous integration, kubernetes, docker, devops","Engineering student with skills in kubernetes, docker, devops."
"Engineering professional skilled in kubernetes, python, django, docker, gitlab, mysql, linux, sql. Targeting a role in Backend and Server-side Development. Focus area: Python Developer Locals Only.",SWE_BACKEND,postings,8,"Engineering professional skilled in kubernetes, python, django, docker, gitlab, mysql, linux, sql","Engineering student with skills in kubernetes, python, django, docker, mysql, linux, sql."
"Engineering student in CSD with CGPA 8.2 out of 10. Skilled in Linux, Docker, Git, AWS, Kubernetes, Bash/Shell. Has completed 4 projects and 1 internship(s). Targeting DevOps and Cloud Infrastructure roles. Prefers service-based company work environment.",DEVOPS_CLOUD,synthetic_college,4,"Engineering student in CSD with CGPA 8.2 out of 10. Skilled in Linux, Docker, Git, AWS, Kubernetes, Bash/Shell. Has completed 4 projects and 1 internship(s). Targeting DevOps and Cloud Infrastructure roles. Prefers service-based company work environment","Engineering student with skills in kubernetes, docker, devops, linux, bash, aws, git. CGPA 8.2."
"Engineering professional skilled in python, java, sql. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer Architect Java/Python.",SWE_BACKEND,postings,8,"Engineering professional skilled in python, java, sql","Engineering student with skills in python, java, sql."
"Engineering professional skilled in rtos, c++, iot. Targeting a role in Embedded Systems and IoT. Focus area: Senior Firmware Engineer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in rtos, c++, iot","Engineering student with skills in rtos, c++."
"Engineering professional skilled in microcontroller, iot. Targeting a role in Embedded Systems and IoT. Focus area: Senior Electrical Engineer - Analog And Digital Circuit Design.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in microcontroller, iot",Engineering student with experience in microcontroller.
"Engineering professional skilled in javascript, agile. Targeting a role in Backend and Server-side Development. Focus area: Front-End Web Application Developer Us Remote.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, agile","Engineering student with skills in javascript, agile."
"Engineering professional skilled in shell scripting, shell script, oracle, azure, linux, bash, unix, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Sr Oracle Dba.",DATA_ENGINEER,postings,3,"Engineering professional skilled in shell scripting, shell script, oracle, azure, linux, bash, unix, aws","Engineering student with skills in oracle, azure, linux, bash, aws."
Engineering graduate in Commerce and Management with CGPA 5.7 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 5.7 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 5.7 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 5.7.
"Engineering professional skilled in devops, java, sql, git. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Salesforce Commerce Cloud Developer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, java, sql, git","Engineering student with skills in devops, java, sql, git."
"Engineering professional skilled in python, react. Targeting a role in Full Stack Web Development. Focus area: Full Stack Engineer Python React - Remote Us Latam Europe.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in python, react","Engineering student with skills in python, react."
Engineering graduate in Science and Technology with CGPA 7.0 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Science and Technology with CGPA 7.0 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 7.0.
"Engineering professional skilled in spring boot, reactjs, kotlin, spring, java. Targeting a role in Backend and Server-side Development. Focus area: Kotlin Backend Engineer Java.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, reactjs, kotlin, spring, java","Engineering student with skills in spring boot, kotlin, spring, java."
"Engineering professional skilled in python, linux, bash, c++, iot, arm. Targeting a role in Embedded Systems and IoT. Focus area: Bmc Firmware Engineer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in python, linux, bash, c++, iot, arm","Engineering student with skills in python, linux, bash, c++."
"Engineering professional skilled in data analytics, databricks, reporting, neo4j, agile, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Data Engineering Lead.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data analytics, databricks, reporting, neo4j, agile, etl","Engineering student with skills in databricks, agile."
"Engineering professional skilled in snowflake, dbt, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Cloud Data Architect- Only W2.",DATA_ENGINEER,postings,3,"Engineering professional skilled in snowflake, dbt, sql","Engineering student with skills in snowflake, sql, dbt."
"Engineering student in AIML with CGPA 8.7 out of 10. Skilled in Python, SQL, Data Engineering, MongoDB, AWS, Pandas. Has completed 2 projects and 1 internship(s). Targeting Data Engineering and Pipelines roles. Prefers large product company (faang / top tech) work environment.",DATA_ENGINEER,synthetic_college,3,"Engineering student in AIML with CGPA 8.7 out of 10. Skilled in Python, SQL, Data Engineering, MongoDB, AWS, Pandas. Has completed 2 projects and 1 internship(s). Targeting Data Engineering and Pipelines roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in mongodb, python, pandas, sql, aws. CGPA 8.7."
"Engineering professional skilled in bigquery, express, devops, gcp, go. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Gcp Engineer Phoenix Az Long Term Webex Interview W2 /Usc/Gc.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in bigquery, express, devops, gcp, go","Engineering student with skills in bigquery, express, devops, gcp, go."
"Engineering professional skilled in microservices, unit testing, typescript, firewalls, reactjs, nodejs, apache, azure. Targeting a role in Backend and Server-side Development. Focus area: Nodejs Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, unit testing, typescript, firewalls, reactjs, nodejs, apache, azure","Engineering student with skills in typescript, nodejs, azure."
"Engineering professional skilled in flutter, react, agile, java. Targeting a role in Full Stack Web Development. Focus area: Mid-Level Full Stack Developer.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in flutter, react, agile, java","Engineering student with skills in react, agile, java."
"Engineering professional skilled in restful api, api design, angularjs, restful, jenkins, github, kafka, azure. Targeting a role in Full Stack Web Development. Focus area: Full Stack Engineer Technical Lead.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in restful api, api design, angularjs, restful, jenkins, github, kafka, azure","Engineering student with skills in jenkins, github, kafka, azure."
"Engineering professional skilled in data structures, snowflake, etl, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Data Engineer Sap Ecc To Hana Migration.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data structures, snowflake, etl, sql","Engineering student with skills in data structures, snowflake, sql."
"Engineering professional skilled in machine learning, devops, azure, mlops. Targeting a role in AI and Machine Learning. Focus area: Machine Learning Engineer Mlflow / Azure Ml / Devops.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, devops, azure, mlops","Engineering student with skills in machine learning, devops, azure."
"Engineering professional skilled in data analytics, power bi, excel, jira. Targeting a role in Data Analytics and Business Intelligence. Focus area: Junior Business Analyst - It.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, power bi, excel, jira","Engineering student with skills in power bi, excel, jira."
"Engineering student in AIML with CGPA 7.3 out of 10. Skilled in Python, SQL, Data Engineering, PostgreSQL, Pandas, MongoDB. Has completed 2 projects and 2 internship(s). Targeting Data Engineering and Pipelines roles. Prefers service-based company work environment.",DATA_ENGINEER,synthetic_college,3,"Engineering student in AIML with CGPA 7.3 out of 10. Skilled in Python, SQL, Data Engineering, PostgreSQL, Pandas, MongoDB. Has completed 2 projects and 2 internship(s). Targeting Data Engineering and Pipelines roles. Prefers service-based company work environment","Engineering student with skills in postgresql, mongodb, python, pandas, sql. CGPA 7.3."
"Engineering professional skilled in postgresql, python, django, html, css. Targeting a role in Backend and Server-side Development. Focus area: Decision Science And Integration- Senior Application Engineer---W2 Only.",SWE_BACKEND,postings,8,"Engineering professional skilled in postgresql, python, django, html, css","Engineering student with skills in postgresql, python, django, html, css."
"Engineering professional skilled in product management, oracle, c++. Targeting a role in Backend and Server-side Development. Focus area: Principal Software Engineer C.",SWE_BACKEND,postings,8,"Engineering professional skilled in product management, oracle, c++","Engineering student with skills in product management, oracle, c++."
"Engineering professional skilled in machine learning, deep learning, tensorflow, pytorch, aws. Targeting a role in AI and Machine Learning. Focus area: Compiler Engineer Ii - Machine Learning Annapurna Labs.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, deep learning, tensorflow, pytorch, aws","Engineering student with skills in machine learning, deep learning, tensorflow, pytorch, aws."
"Engineering professional skilled in postgresql, data lake, redshift, python, scala, spark, etl, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Adobe Data Engineer Remote.",DATA_ENGINEER,postings,3,"Engineering professional skilled in postgresql, data lake, redshift, python, scala, spark, etl, aws","Engineering student with skills in postgresql, redshift, python, scala, spark, aws."
Engineering graduate in Commerce and Management with CGPA 7.7 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 7.7 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 7.7.
"Engineering professional skilled in machine learning, tensorflow, docker. Targeting a role in AI and Machine Learning. Focus area: Remote Data Scientist.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, tensorflow, docker","Engineering student with skills in machine learning, tensorflow, docker."
"Engineering professional skilled in information security, devops, linux, unix, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Linux Devops Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in information security, devops, linux, unix, aws","Engineering student with skills in information security, devops, linux, aws."
